"inventory_id","part_num","color_id","quantity"
58,"4274",71,1
58,"4282",15,2
58,"4286",378,2
58,"4286",71,6
58,"4286",320,4
58,"4287a",71,10
58,"43093",1,17
58,"43708",320,2
58,"43713",71,1
58,"43722",71,5
58,"43723",71,5
58,"43857",71,4
58,"44294",71,3
58,"44301a",0,1
58,"44301a",72,2
58,"44302a",71,3
58,"44567a",72,1
58,"44728",0,8
58,"4477",72,2
58,"4477",71,4
58,"4510",71,2
58,"4519",71,3
58,"4590",72,2
58,"4599b",0,8
58,"4599b",0,1
58,"4600",71,2
58,"47397",0,1
58,"47397",71,2
58,"47398",0,1
58,"47398",71,2
58,"47458",0,4
58,"47905",72,10
58,"48336",19,12
58,"48336",71,7
58,"4869",71,1
58,"4871",71,4
58,"50950",288,18
58,"50950",71,10
58,"50990b",71,1
58,"52107",71,12
58,"54200",0,1
58,"54200",71,3
58,"54200",378,1
58,"54200",320,4
58,"54200",288,1
58,"54200",378,1
58,"54200",288,8
58,"54200",71,2
58,"54200",0,2
58,"54200",320,2
58,"54383",71,4
58,"54384",71,4
58,"58247",0,1
58,"58846",320,2
58,"59426",72,2
58,"59443",72,12
58,"59900",0,2
58,"59900",33,1
58,"59900",80,2
58,"59900",71,4
58,"6005",288,4
58,"6005",72,4
58,"60470b",0,12
58,"60471",0,3
58,"60474",71,2
58,"60474",72,2
58,"60477",320,18
58,"60478",72,11
58,"60479",71,2
58,"60481",320,6
58,"60483",72,2
58,"60484",14,4
58,"6091",0,8
58,"6091",71,2
58,"6091",72,4
58,"6111",71,2
58,"61190c",72,4
58,"61252",71,2
58,"6134",0,2
58,"61409",0,4
58,"6141",72,7
58,"6141",179,18
58,"6141",0,1
58,"6141",46,2
58,"6141",72,2
58,"6141",47,1
58,"6141",46,2
58,"6141",47,12
58,"6141",0,4
58,"6141",179,5
58,"6179",72,1
58,"6232",71,2
58,"62361",71,2
58,"62462",71,4
58,"62462",0,2
58,"63586",72,1
58,"63586",72,3
58,"63864",288,2
58,"63864",320,8
58,"63864",71,11
58,"63868",71,1
58,"63965",0,8
58,"64567",0,2
58,"64567",0,2
58,"64644",71,4
58,"64799",71,2
58,"64802",378,1
58,"6541",72,6
58,"6558",1,23
58,"6587",28,8
58,"6589",19,2
